,Frames,Frames_cout,TotalDe265,TotalDe265_cout,config,dev,file_name,fps,fps_cout,qp,tInput,tInput_cout,tKernel,tKernel_cout,tOutput,tOutput_cout,tTotal,tTotal_clk,tTotal_clk_cout,tTotal_cout,txFracl,txFracl_cout,tyFracl,tyFracl_cout,type,vid,tGenerateInterPredictionSamples,tGenerateInterPredictionSamples_clk,tMCLuma,tMCLuma_clk,tReadCodingUnit,tReadCodingUnit_clk
276,10.0,10.0,4.1398,4.1398,64-32,FPGA,OCL-FPGA_64-32_E_KristenAndSara_1280x720_60_LD_22_0.out,2.42,2.41558,22,0.163720558,0.163721,2.115098519,2.1151,0.165376671,0.165377,4.139812517,2.46,2.46,4.13981,0.154090067,0.15409,0.153992192,0.153992,LD,KristenAndSara,,,,,,
277,10.0,10.0,4.23856,4.23856,64-08,FPGA,OCL-FPGA_64-08_E_Johnny_1280x720_60_LD_37_0.out,2.36,2.35929,37,0.17390216,0.173902,2.552812843,2.55281,0.17168758,0.171688,4.238577341,2.22,2.22,4.23858,0.166732504,0.166733,0.166846924,0.166847,LD,Johnny,,,,,,
278,10.0,10.0,5.47631,5.47631,32-32,FPGA,OCL-FPGA_32-32_B_ParkScene_1920x1080_24_RA_37_0.out,1.83,1.82605,37,0.217785396,0.217785,1.624737614,1.62474,0.199742632,0.199743,5.47632165,4.44,4.44,5.47632,0.210126344,0.210126,0.20756204,0.207562,RA,ParkScene,,,,,,
279,10.0,10.0,16.69182,16.6918,64-08,FPGA,OCL-FPGA_64-08_B_BQTerrace_1920x1080_60_RA_37_0.out,0.6,0.599096,37,0.814616578,0.814617,8.801007134,8.80101,0.783565404,0.783565,16.691833883,9.95,9.95,16.6918,0.766675311,0.766675,0.761457584,0.761458,RA,BQTerrace,,,,,,
280,10.0,10.0,4.74682,4.74682,64-16,FPGA,OCL-FPGA_64-16_E_KristenAndSara_1280x720_60_LD_32_0.out,2.11,2.10667,32,0.217687218,0.217687,2.650302472,2.6503,0.199204858,0.199205,4.746834468,2.73,2.73,4.74683,0.211059698,0.21106,0.210746876,0.210747,LD,KristenAndSara,,,,,,
281,10.0,10.0,6.45927,6.45927,64-16,FPGA,OCL-FPGA_64-16_E_FourPeople_1280x720_60_LD_22_0.out,1.55,1.54816,22,0.366306348,0.366306,2.979603593,2.9796,0.338150906,0.338151,6.459280502,4.5,4.5,6.45928,0.358476371,0.358476,0.357779149,0.357779,LD,FourPeople,,,,,,
282,10.0,10.0,54.0182,54.0182,64-08,FPGA,OCL-FPGA_64-08_B_ParkScene_1920x1080_24_RA_22_0.out,0.19,0.185123,22,4.289054362,4.28905,17.901739707,17.9017,4.396570167,4.39657,54.018214121,47.34,47.34,54.0182,4.135367941,4.13537,4.129130702,4.12913,RA,ParkScene,,,,,,
283,10.0,10.0,3.9794,3.9794,64-64,FPGA,OCL-FPGA_64-64_E_Johnny_1280x720_60_RA_22_0.out,2.51,2.51294,22,0.093001115,0.0930011,2.133918924,2.13392,0.093240699,0.0932407,3.979416949,2.1,2.1,3.97942,0.083809544,0.0838095,0.083749928,0.0837499,RA,Johnny,,,,,,
284,10.0,10.0,1.65408,1.65408,32-32,FPGA,OCL-FPGA_32-32_E_Johnny_1280x720_60_RA_27_0.out,6.05,6.04566,27,0.060321594,0.0603216,0.484425638,0.484426,0.057409668,0.0574097,1.654091851,1.39,1.39,1.65409,0.058523856,0.0585239,0.058313722,0.0583137,RA,Johnny,,,,,,
285,10.0,10.0,1.5785,1.5785,16-08,FPGA,OCL-FPGA_16-08_E_KristenAndSara_1280x720_60_RA_37_0.out,6.34,6.33511,37,0.087080176,0.0870802,0.331276646,0.331277,0.080305532,0.0803055,1.578520723,1.5,1.5,1.57852,0.086184081,0.0861841,0.0863054,0.0863054,RA,KristenAndSara,,,,,,
286,10.0,,0.41176,,0-0,CPU,C-CPU_E_FourPeople_1280x720_60_LD_27_0.out,24.29,,27,,,,,,,0.411769360304,0.40000000596,,,,,,,LD,FourPeople,0.0,0.0,0.0,0.0,0.0,0.0
287,10.0,10.0,14.48043,14.4804,64-32,FPGA,OCL-FPGA_64-32_B_Kimono_1920x1080_24_RA_27_0.out,0.69,0.690587,27,0.646782146,0.646782,6.737238765,6.73724,0.629388678,0.629389,14.480442349,9.47,9.47,14.4804,0.604559201,0.604559,0.603846228,0.603846,RA,Kimono,,,,,,
288,10.0,10.0,14.23997,14.24,64-32,FPGA,OCL-FPGA_64-32_B_Kimono_1920x1080_24_RA_32_0.out,0.7,0.702249,32,0.65500551,0.655006,7.072687525,7.07269,0.635744833,0.635745,14.239981823,8.91,8.91,14.24,0.617443754,0.617444,0.61027336,0.610273,RA,Kimono,,,,,,
289,10.0,10.0,9.58754,9.58754,08-08,FPGA,OCL-FPGA_08-08_B_BasketballDrive_1920x1080_50_LD_22_0.out,1.04,1.04302,22,0.598795856,0.598796,1.759754947,1.75975,0.58045719,0.580457,9.587552357,9.15,9.15,9.58755,0.584804299,0.584804,0.586747257,0.586747,LD,BasketballDrive,,,,,,
290,10.0,10.0,3.60818,3.60818,64-32,FPGA,OCL-FPGA_64-32_E_FourPeople_1280x720_60_LD_37_0.out,2.77,2.77148,37,0.12043784,0.120438,2.307535916,2.30754,0.116381845,0.116382,3.608192733,1.69,1.69,3.60819,0.114900673,0.114901,0.114546187,0.114546,LD,FourPeople,,,,,,
291,10.0,10.0,9.85155,9.85155,64-64,FPGA,OCL-FPGA_64-64_B_BQTerrace_1920x1080_60_RA_32_0.out,1.02,1.01507,32,0.26059673,0.260597,5.733829898,5.73383,0.253409088,0.253409,9.851564929,4.8,4.8,9.85156,0.234836483,0.234836,0.233545493,0.233545,RA,BQTerrace,,,,,,
292,10.0,10.0,2.76337,2.76337,32-32,FPGA,OCL-FPGA_32-32_E_KristenAndSara_1280x720_60_RA_22_0.out,3.62,3.61877,22,0.114564279,0.114564,0.865636095,0.865636,0.111413276,0.111413,2.763387191,2.23,2.23,2.76339,0.111580393,0.11158,0.111200692,0.111201,RA,KristenAndSara,,,,,,
293,10.0,10.0,1.56545,1.56545,32-16,FPGA,OCL-FPGA_32-16_E_KristenAndSara_1280x720_60_LD_37_0.out,6.39,6.38796,37,0.087798597,0.0877986,0.47787677,0.477877,0.081737011,0.081737,1.565460413,1.38,1.38,1.56546,0.086283359,0.0862834,0.086523014,0.086523,LD,KristenAndSara,,,,,,
294,10.0,10.0,11.8018,11.8018,32-08,FPGA,OCL-FPGA_32-08_B_Cactus_1920x1080_50_RA_37_0.out,0.85,0.847329,37,0.853497598,0.853498,3.72212067,3.72212,0.82366515,0.823665,11.801812098,10.2,10.2,11.8018,0.820593269,0.820593,0.818610142,0.81861,RA,Cactus,,,,,,
295,10.0,,2.32016,,0-0,CPU,C-CPU_B_Kimono_1920x1080_24_RA_37_0.out,4.31,,37,,,,,,,2.320168018341,2.30999994278,,,,,,,RA,Kimono,0.0,0.0,0.0,0.0,0.0,0.0
296,10.0,10.0,15.7998,15.7998,32-16,FPGA,OCL-FPGA_32-16_B_Kimono_1920x1080_24_LD_27_0.out,0.63,0.632919,27,1.040046385,1.04005,5.851099269,5.8511,0.987695291,0.987695,15.799818933,12.84,12.84,15.7998,0.978414689,0.978415,0.97417374,0.974174,LD,Kimono,,,,,,
297,10.0,10.0,7.22463,7.22463,32-16,FPGA,OCL-FPGA_32-16_B_Cactus_1920x1080_50_LD_37_0.out,1.38,1.38415,37,0.461813841,0.461814,2.633236093,2.63324,0.442636377,0.442636,7.224644167,6.0,6.0,7.22464,0.448438322,0.448438,0.448285338,0.448285,LD,Cactus,,,,,,
298,10.0,10.0,0.80062,0.800622,32-32,FPGA,OCL-FPGA_32-32_E_FourPeople_1280x720_60_LD_37_0.out,12.49,12.4903,37,0.031798995,0.031799,0.241755822,0.241756,0.030367849,0.0303678,0.80063654,0.67,0.67,0.800637,0.031011353,0.0310114,0.030963485,0.0309635,LD,FourPeople,,,,,,
299,10.0,10.0,7.14776,7.14776,64-64,FPGA,OCL-FPGA_64-64_B_BQTerrace_1920x1080_60_LD_37_0.out,1.4,1.39904,37,0.189982375,0.189982,4.318738485,4.31874,0.194830382,0.19483,7.147775393,3.35,3.35,7.14778,0.173972261,0.173972,0.173287768,0.173288,LD,BQTerrace,,,,,,
300,10.0,10.0,2.04711,2.04711,32-16,FPGA,OCL-FPGA_32-16_E_FourPeople_1280x720_60_RA_37_0.out,4.88,4.88494,37,0.124682975,0.124683,0.605428371,0.605428,0.122464278,0.122464,2.04712502,1.82,1.82,2.04713,0.118591217,0.118591,0.118482622,0.118483,RA,FourPeople,,,,,,
301,10.0,10.0,5.67066,5.67066,32-16,FPGA,OCL-FPGA_32-16_B_BasketballDrive_1920x1080_50_LD_37_0.out,1.76,1.76346,37,0.314443961,0.314444,1.832645154,1.83265,0.311425501,0.311426,5.670675193,4.75,4.75,5.67068,0.294917153,0.294917,0.293596085,0.293596,LD,BasketballDrive,,,,,,
302,10.0,,2.52168,,0-0,CPU,C-CPU_B_ParkScene_1920x1080_24_RA_32_0.out,3.97,,32,,,,,,,2.521699428558,2.519999980927,,,,,,,RA,ParkScene,0.0,0.0,0.0,0.0,0.0,0.0
303,10.0,,0.45685,,0-0,CPU,C-CPU_E_FourPeople_1280x720_60_RA_37_0.out,21.89,,37,,,,,,,0.456856697798,0.460000008345,,,,,,,RA,FourPeople,0.0,0.0,0.0,0.0,0.0,0.0
304,10.0,10.0,8.5087,8.5087,64-64,FPGA,OCL-FPGA_64-64_B_BasketballDrive_1920x1080_50_RA_32_0.out,1.18,1.17527,32,0.211879279,0.211879,4.800318026,4.80032,0.205921659,0.205922,8.508716941,4.27,4.27,8.50872,0.189352623,0.189353,0.188270196,0.18827,RA,BasketballDrive,,,,,,
305,10.0,10.0,7.49071,7.49071,32-32,FPGA,OCL-FPGA_32-32_B_Cactus_1920x1080_50_LD_22_0.out,1.33,1.33499,22,0.292842325,0.292842,2.15530789,2.15531,0.282427022,0.282427,7.490724374,6.1,6.1,7.49072,0.281262218,0.281262,0.281492128,0.281492,LD,Cactus,,,,,,
306,10.0,10.0,3.33305,3.33305,16-16,FPGA,OCL-FPGA_16-16_E_FourPeople_1280x720_60_RA_22_0.out,3.0,3.00026,22,0.223032982,0.223033,0.87623657,0.876237,0.210601373,0.210601,3.333065535,3.09,3.09,3.33307,0.20987812,0.209878,0.207092358,0.207092,RA,FourPeople,,,,,,
307,10.0,10.0,0.73957,0.739567,08-08,FPGA,OCL-FPGA_08-08_E_KristenAndSara_1280x720_60_LD_32_0.out,13.52,13.5214,32,0.026748157,0.0267482,0.077224182,0.0772242,0.026139735,0.0261397,0.739579349,0.72,0.72,0.739579,0.026293821,0.0262938,0.025959592,0.0259596,LD,KristenAndSara,,,,,,
308,10.0,10.0,3.87286,3.87286,32-32,FPGA,OCL-FPGA_32-32_B_BasketballDrive_1920x1080_50_LD_37_0.out,2.58,2.58207,37,0.154733896,0.154734,1.206318298,1.20632,0.155045139,0.155045,3.872878349,3.18,3.18,3.87288,0.147708883,0.147709,0.147517792,0.147518,LD,BasketballDrive,,,,,,
309,10.0,10.0,23.22493,23.2249,16-08,FPGA,OCL-FPGA_16-08_B_BQTerrace_1920x1080_60_RA_27_0.out,0.43,0.430572,27,1.775133241,1.77513,6.238762891,6.23876,1.770507076,1.77051,23.224941768,21.73,21.73,23.2249,1.726507429,1.72651,1.72864598,1.72865,RA,BQTerrace,,,,,,
310,10.0,10.0,17.50506,17.5051,32-16,FPGA,OCL-FPGA_32-16_B_ParkScene_1920x1080_24_RA_27_0.out,0.57,0.571264,27,1.14515971,1.14516,5.808419585,5.80842,1.166299561,1.1663,17.50507418,14.94,14.94,17.5051,1.118735137,1.11874,1.115505274,1.11551,RA,ParkScene,,,,,,
311,10.0,10.0,11.48164,11.4816,16-08,FPGA,OCL-FPGA_16-08_B_Kimono_1920x1080_24_LD_27_0.out,0.87,0.870955,27,0.831072799,0.831073,2.865164422,2.86516,0.809458785,0.809459,11.481658845,10.65,10.65,11.4817,0.814011454,0.814011,0.814203812,0.814204,LD,Kimono,,,,,,
312,10.0,10.0,1.12342,1.12342,32-32,FPGA,OCL-FPGA_32-32_E_Johnny_1280x720_60_LD_32_0.out,8.9,8.90135,32,0.045056601,0.0450566,0.348109774,0.34811,0.041349045,0.041349,1.123437598,0.93,0.93,1.12344,0.043560602,0.0435606,0.043606832,0.0436068,LD,Johnny,,,,,,
313,10.0,10.0,7.5692,7.5692,08-08,FPGA,OCL-FPGA_08-08_B_ParkScene_1920x1080_24_LD_32_0.out,1.32,1.32114,32,0.553404037,0.553404,1.641360304,1.64136,0.534596839,0.534597,7.569219615,7.16,7.16,7.56922,0.544209153,0.544209,0.543413192,0.543413,LD,ParkScene,,,,,,
314,10.0,10.0,8.54579,8.54579,32-16,FPGA,OCL-FPGA_32-16_B_Cactus_1920x1080_50_RA_37_0.out,1.17,1.17017,37,0.526926382,0.526926,2.914960542,2.91496,0.512316064,0.512316,8.545808484,7.26,7.26,8.54581,0.494019143,0.494019,0.49060771,0.490608,RA,Cactus,,,,,,
315,10.0,10.0,9.59517,9.59517,64-32,FPGA,OCL-FPGA_64-32_B_BQTerrace_1920x1080_60_LD_27_0.out,1.04,1.04219,27,0.371457258,0.371457,4.198853162,4.19885,0.358736332,0.358736,9.595187608,6.43,6.43,9.59519,0.349263279,0.349263,0.347884487,0.347884,LD,BQTerrace,,,,,,
316,10.0,10.0,6.26707,6.26707,16-08,FPGA,OCL-FPGA_16-08_B_BasketballDrive_1920x1080_50_RA_37_0.out,1.6,1.59564,37,0.371395486,0.371395,1.278670789,1.27867,0.374755695,0.374756,6.267086261,5.91,5.91,6.26709,0.361412904,0.361413,0.362662837,0.362663,RA,BasketballDrive,,,,,,
317,10.0,10.0,6.82205,6.82205,32-32,FPGA,OCL-FPGA_32-32_B_ParkScene_1920x1080_24_LD_27_0.out,1.47,1.46584,27,0.304771348,0.304771,2.202528473,2.20253,0.292066838,0.292067,6.822064356,5.48,5.48,6.82206,0.296122272,0.296122,0.293790422,0.29379,LD,ParkScene,,,,,,
318,10.0,10.0,12.93907,12.9391,64-32,FPGA,OCL-FPGA_64-32_B_Cactus_1920x1080_50_RA_32_0.out,0.77,0.772853,32,0.489466183,0.489466,6.995703154,6.9957,0.493936481,0.493936,12.93908977,7.45,7.45,12.9391,0.4612738,0.461274,0.45930243,0.459302,RA,Cactus,,,,,,
319,10.0,10.0,10.04179,10.0418,08-08,FPGA,OCL-FPGA_08-08_B_ParkScene_1920x1080_24_RA_32_0.out,1.0,0.995838,32,0.722157547,0.722158,2.071447132,2.07145,0.720732092,0.720732,10.041808703,9.4,9.4,10.0418,0.708199834,0.7082,0.706375828,0.706376,RA,ParkScene,,,,,,
320,10.0,10.0,7.40135,7.40135,16-08,FPGA,OCL-FPGA_16-08_B_ParkScene_1920x1080_24_LD_37_0.out,1.35,1.3511,37,0.542333089,0.542333,1.872295955,1.8723,0.496670028,0.49667,7.401366939,6.88,6.88,7.40137,0.526697768,0.526698,0.526082775,0.526083,LD,ParkScene,,,,,,
321,10.0,10.0,13.68722,13.6872,32-08,FPGA,OCL-FPGA_32-08_B_BQTerrace_1920x1080_60_RA_32_0.out,0.73,0.730609,32,0.96822141,0.968221,4.067586032,4.06759,0.949812527,0.949813,13.687233716,11.96,11.96,13.6872,0.956427969,0.956428,0.952194778,0.952195,RA,BQTerrace,,,,,,
322,10.0,10.0,2.43955,2.43955,32-32,FPGA,OCL-FPGA_32-32_E_KristenAndSara_1280x720_60_LD_22_0.out,4.1,4.09911,22,0.108718722,0.108719,0.863804791,0.863805,0.100710956,0.100711,2.439572875,1.91,1.91,2.43957,0.104807975,0.104808,0.104877254,0.104877,LD,KristenAndSara,,,,,,
323,10.0,10.0,6.33918,6.33918,16-08,FPGA,OCL-FPGA_16-08_B_Cactus_1920x1080_50_LD_37_0.out,1.58,1.57749,37,0.47783408,0.477834,1.619642459,1.61964,0.480223782,0.480224,6.339200333,5.88,5.88,6.3392,0.46716577,0.467166,0.466100061,0.4661,LD,Cactus,,,,,,
324,10.0,10.0,5.01634,5.01634,32-16,FPGA,OCL-FPGA_32-16_E_KristenAndSara_1280x720_60_LD_22_0.out,1.99,1.99349,22,0.342906659,0.342907,1.770686653,1.77069,0.321819316,0.321819,5.016354528,4.24,4.24,5.01635,0.322030839,0.322031,0.321380767,0.321381,LD,KristenAndSara,,,,,,
325,10.0,10.0,3.04527,3.04527,32-08,FPGA,OCL-FPGA_32-08_E_FourPeople_1280x720_60_RA_32_0.out,3.28,3.28378,32,0.212846853,0.212847,0.927956348,0.927956,0.197333406,0.197333,3.045288893,2.66,2.66,3.04529,0.211111112,0.211111,0.210045419,0.210045,RA,FourPeople,,,,,,
326,10.0,10.0,5.87464,5.87464,64-64,FPGA,OCL-FPGA_64-64_B_BasketballDrive_1920x1080_50_LD_32_0.out,1.7,1.70223,32,0.140947906,0.140948,3.244828028,3.24483,0.141664327,0.141664,5.874656777,3.03,3.03,5.87466,0.13242739,0.132427,0.132228829,0.132229,LD,BasketballDrive,,,,,,
327,10.0,10.0,6.829,6.829,32-08,FPGA,OCL-FPGA_32-08_E_FourPeople_1280x720_60_RA_22_0.out,1.46,1.46434,22,0.49135754,0.491358,2.264521903,2.26452,0.482809356,0.482809,6.829010322,6.07,6.07,6.82901,0.47586132,0.475861,0.475844879,0.475845,RA,FourPeople,,,,,,
328,10.0,10.0,6.50804,6.50804,16-08,FPGA,OCL-FPGA_16-08_B_BQTerrace_1920x1080_60_RA_37_0.out,1.54,1.53656,37,0.38407881,0.384079,1.346221373,1.34622,0.371062536,0.371063,6.508056262,6.14,6.14,6.50806,0.372086363,0.372086,0.371487954,0.371488,RA,BQTerrace,,,,,,
329,10.0,10.0,3.9683,3.9683,64-32,FPGA,OCL-FPGA_64-32_E_FourPeople_1280x720_60_LD_22_0.out,2.52,2.51997,22,0.149965276,0.149965,2.109149119,2.10915,0.135690972,0.135691,3.968319087,2.28,2.28,3.96832,0.143503761,0.143504,0.1432221,0.143222,LD,FourPeople,,,,,,
330,10.0,10.0,6.87046,6.87046,32-08,FPGA,OCL-FPGA_32-08_E_Johnny_1280x720_60_LD_22_0.out,1.46,1.45551,22,0.507262882,0.507263,2.27281801,2.27282,0.504592309,0.504592,6.870480448,5.95,5.95,6.87048,0.494466591,0.494467,0.493312164,0.493312,LD,Johnny,,,,,,
331,10.0,10.0,24.11891,24.1189,32-16,FPGA,OCL-FPGA_32-16_B_BQTerrace_1920x1080_60_LD_22_0.out,0.41,0.414613,22,1.674881715,1.67488,7.151288082,7.15129,1.683270257,1.68327,24.118923698,21.78,21.78,24.1189,1.599645533,1.59965,1.595122775,1.59512,LD,BQTerrace,,,,,,
332,10.0,10.0,23.56521,23.5652,08-08,FPGA,OCL-FPGA_08-08_B_Cactus_1920x1080_50_LD_22_0.out,0.42,0.424354,22,1.944166836,1.94417,5.597996379,5.598,1.927145656,1.92715,23.565227873,22.06,22.06,23.5652,1.881937627,1.88194,1.874962488,1.87496,LD,Cactus,,,,,,
333,10.0,10.0,0.95696,0.956957,32-32,FPGA,OCL-FPGA_32-32_E_FourPeople_1280x720_60_LD_32_0.out,10.45,10.4498,32,0.039616607,0.0396166,0.299476129,0.299476,0.039056579,0.0390566,0.956970609,0.77,0.77,0.956971,0.038397621,0.0383976,0.038453468,0.0384535,LD,FourPeople,,,,,,
334,10.0,,0.64663,,0-0,CPU,C-CPU_E_KristenAndSara_1280x720_60_RA_32_0.out,15.46,,32,,,,,,,0.646644711494,0.639999985695,,,,,,,RA,KristenAndSara,0.0,0.0,0.0,0.0,0.0,0.0
335,10.0,10.0,5.11755,5.11755,16-16,FPGA,OCL-FPGA_16-16_B_Kimono_1920x1080_24_RA_37_0.out,1.95,1.95406,37,0.24586739,0.245867,0.929466875,0.929467,0.23390632,0.233906,5.117567096,4.84,4.84,5.11757,0.234522718,0.234523,0.233702084,0.233702,RA,Kimono,,,,,,
336,10.0,10.0,3.73618,3.73618,64-32,FPGA,OCL-FPGA_64-32_E_FourPeople_1280x720_60_LD_27_0.out,2.68,2.67653,27,0.134283327,0.134283,2.206053626,2.20605,0.133286619,0.133287,3.736198459,1.88,1.88,3.7362,0.127761769,0.127762,0.127129205,0.127129,LD,FourPeople,,,,,,
337,10.0,,0.56203,,0-0,CPU,C-CPU_E_KristenAndSara_1280x720_60_RA_37_0.out,17.79,,37,,,,,,,0.562035858631,0.560000002384,,,,,,,RA,KristenAndSara,0.0,0.0,0.0,0.0,0.0,0.0
338,10.0,10.0,0.90387,0.903869,32-32,FPGA,OCL-FPGA_32-32_E_KristenAndSara_1280x720_60_LD_37_0.out,11.06,11.0636,37,0.032766523,0.0327665,0.250472475,0.250472,0.033151581,0.0331516,0.903883866,0.77,0.77,0.903884,0.031239317,0.0312393,0.031011255,0.0310113,LD,KristenAndSara,,,,,,
339,10.0,10.0,2.76348,2.76348,08-08,FPGA,OCL-FPGA_08-08_E_KristenAndSara_1280x720_60_RA_22_0.out,3.62,3.61863,22,0.16068501,0.160685,0.513553955,0.513554,0.160532647,0.160533,2.763489743,2.64,2.64,2.76349,0.158931598,0.158932,0.159170268,0.15917,RA,KristenAndSara,,,,,,
340,10.0,10.0,3.32033,3.32033,32-32,FPGA,OCL-FPGA_32-32_B_BQTerrace_1920x1080_60_LD_37_0.out,3.01,3.01175,37,0.11095684,0.110957,0.874440581,0.874441,0.107868128,0.107868,3.320342805,2.77,2.77,3.32034,0.10680583,0.106806,0.106716899,0.106717,LD,BQTerrace,,,,,,
341,10.0,10.0,20.05169,20.0517,16-08,FPGA,OCL-FPGA_16-08_B_Kimono_1920x1080_24_RA_22_0.out,0.5,0.498711,22,1.475021414,1.47502,5.055116052,5.05512,1.427240681,1.42724,20.051702626,18.61,18.61,20.0517,1.423964309,1.42396,1.408782347,1.40878,RA,Kimono,,,,,,
342,10.0,,1.74024,,0-0,CPU,C-CPU_B_Cactus_1920x1080_50_LD_27_0.out,5.75,,27,,,,,,,1.740255117416,1.730000019073,,,,,,,LD,Cactus,0.0,0.0,0.0,0.0,0.0,0.0
343,10.0,10.0,6.16362,6.16362,64-64,FPGA,OCL-FPGA_64-64_B_BasketballDrive_1920x1080_50_LD_37_0.out,1.62,1.62242,37,0.157252048,0.157252,3.62727128,3.62727,0.155162236,0.155162,6.163635571,2.99,2.99,6.16364,0.147148337,0.147148,0.147109541,0.14711,LD,BasketballDrive,,,,,,
344,10.0,10.0,2.4564,2.4564,16-08,FPGA,OCL-FPGA_16-08_E_Johnny_1280x720_60_RA_27_0.out,4.07,4.07099,27,0.159088266,0.159088,0.56131104,0.561311,0.153683937,0.153684,2.456417829,2.28,2.28,2.45642,0.158546436,0.158546,0.158349446,0.158349,RA,Johnny,,,,,,
345,10.0,10.0,11.3853,11.3853,08-08,FPGA,OCL-FPGA_08-08_B_Cactus_1920x1080_50_RA_27_0.out,0.88,0.878326,27,0.851111592,0.851112,2.555905516,2.55591,0.829373987,0.829374,11.385316397,10.7,10.7,11.3853,0.830471705,0.830472,0.83281312,0.832813,RA,Cactus,,,,,,
346,10.0,10.0,12.59728,12.5973,64-32,FPGA,OCL-FPGA_64-32_B_ParkScene_1920x1080_24_RA_27_0.out,0.79,0.793822,27,0.481896737,0.481897,6.232614313,6.23261,0.468616506,0.468617,12.597294614,7.8,7.8,12.5973,0.463695909,0.463696,0.463349703,0.46335,RA,ParkScene,,,,,,
347,10.0,10.0,7.26435,7.26435,32-16,FPGA,OCL-FPGA_32-16_B_BasketballDrive_1920x1080_50_RA_37_0.out,1.38,1.37659,37,0.383225639,0.383226,2.236041911,2.23604,0.363621819,0.363622,7.264366624,6.14,6.14,7.26437,0.371749186,0.371749,0.372066378,0.372066,RA,BasketballDrive,,,,,,
348,10.0,10.0,18.52201,18.522,32-08,FPGA,OCL-FPGA_32-08_B_Kimono_1920x1080_24_LD_27_0.out,0.54,0.539898,27,1.261136693,1.26114,6.554014455,6.55401,1.287682957,1.28768,18.52203093,15.34,15.34,18.522,1.204102369,1.2041,1.205338255,1.20534,LD,Kimono,,,,,,
349,10.0,10.0,2.34422,2.34422,32-16,FPGA,OCL-FPGA_32-16_E_KristenAndSara_1280x720_60_RA_32_0.out,4.27,4.2658,32,0.130170528,0.130171,0.681300331,0.6813,0.133549504,0.13355,2.3442396,2.04,2.04,2.34424,0.12607652,0.126077,0.126155363,0.126155,RA,KristenAndSara,,,,,,
350,10.0,10.0,0.72523,0.725234,08-08,FPGA,OCL-FPGA_08-08_E_FourPeople_1280x720_60_RA_37_0.out,13.79,13.7887,37,0.022668649,0.0226686,0.068350662,0.0683507,0.021656001,0.021656,0.725250785,0.71,0.71,0.725251,0.021233987,0.021234,0.021144866,0.0211449,RA,FourPeople,,,,,,
351,10.0,10.0,5.43644,5.43644,64-64,FPGA,OCL-FPGA_64-64_B_ParkScene_1920x1080_24_LD_32_0.out,1.84,1.83944,32,0.124252179,0.124252,2.760047115,2.76005,0.117434398,0.117434,5.436455958,3.0,3.0,5.43646,0.113515714,0.113516,0.113355228,0.113355,LD,ParkScene,,,,,,
352,10.0,,3.25089,,0-0,CPU,C-CPU_B_BQTerrace_1920x1080_60_RA_27_0.out,3.08,,27,,,,,,,3.250909090042,3.25,,,,,,,RA,BQTerrace,0.0,0.0,0.0,0.0,0.0,0.0
353,10.0,10.0,5.47263,5.47263,64-32,FPGA,OCL-FPGA_64-32_E_Johnny_1280x720_60_RA_27_0.out,1.83,1.82727,27,0.182576173,0.182576,3.316169583,3.31617,0.177106581,0.177107,5.472647503,2.68,2.68,5.47265,0.170087374,0.170087,0.170063372,0.170063,RA,Johnny,,,,,,
354,10.0,10.0,12.6412,12.6412,64-08,FPGA,OCL-FPGA_64-08_B_BQTerrace_1920x1080_60_LD_37_0.out,0.79,0.791064,37,0.650415612,0.650416,6.306993494,6.30699,0.65562373,0.655624,12.641221265,8.0,8.0,12.6412,0.61819015,0.61819,0.617291302,0.617291,LD,BQTerrace,,,,,,
355,10.0,10.0,9.00515,9.00515,64-64,FPGA,OCL-FPGA_64-64_B_BasketballDrive_1920x1080_50_RA_37_0.out,1.11,1.11048,37,0.233691338,0.233691,5.368619669,5.36862,0.21686759,0.216868,9.005166964,4.31,4.31,9.00517,0.217234816,0.217235,0.217378925,0.217379,RA,BasketballDrive,,,,,,
356,10.0,10.0,12.5491,12.5491,64-32,FPGA,OCL-FPGA_64-32_B_Cactus_1920x1080_50_RA_37_0.out,0.8,0.79687,37,0.469286147,0.469286,7.248104938,7.2481,0.459522153,0.459522,12.549119371,6.63,6.63,12.5491,0.43678909,0.436789,0.434333715,0.434334,RA,Cactus,,,,,,
357,10.0,10.0,14.10151,14.1015,32-08,FPGA,OCL-FPGA_32-08_B_Kimono_1920x1080_24_LD_32_0.out,0.71,0.709144,32,0.94783208,0.947832,5.168646145,5.16865,0.939647704,0.939648,14.101529014,11.67,11.67,14.1015,0.900824931,0.900825,0.895820414,0.89582,LD,Kimono,,,,,,
358,10.0,10.0,5.32771,5.32771,64-32,FPGA,OCL-FPGA_64-32_E_KristenAndSara_1280x720_60_RA_32_0.out,1.88,1.87698,32,0.174666735,0.174667,3.285283958,3.28528,0.175002786,0.175003,5.327723055,2.49,2.49,5.32772,0.160691502,0.160692,0.160219011,0.160219,RA,KristenAndSara,,,,,,
359,10.0,10.0,5.69657,5.69657,32-32,FPGA,OCL-FPGA_32-32_B_ParkScene_1920x1080_24_LD_32_0.out,1.76,1.75544,32,0.260109712,0.26011,1.978555439,1.97856,0.260448308,0.260448,5.696587753,4.44,4.44,5.69659,0.246555891,0.246556,0.244800391,0.2448,LD,ParkScene,,,,,,
