,Frames,Frames_cout,TotalDe265,TotalDe265_cout,config,dev,file_name,fps,fps_cout,qp,tInput,tInput_cout,tKernel,tKernel_cout,tOutput,tOutput_cout,tTotal,tTotal_clk,tTotal_clk_cout,tTotal_cout,txFracl,txFracl_cout,tyFracl,tyFracl_cout,type,vid,tGenerateInterPredictionSamples,tGenerateInterPredictionSamples_clk,tMCLuma,tMCLuma_clk,tReadCodingUnit,tReadCodingUnit_clk
191,10.0,10.0,9.60515,9.60515,32-32,FPGA,OCL-FPGA_32-32_B_Kimono_1920x1080_24_LD_27_0.out,1.04,1.04111,27,0.481061964,0.481062,3.684659808,3.68466,0.443411753,0.443412,9.605169826,7.36,7.36,9.60517,0.468479344,0.468479,0.468631321,0.468631,LD,Kimono,,,,,,
192,10.0,10.0,13.48088,13.4809,16-08,FPGA,OCL-FPGA_16-08_B_ParkScene_1920x1080_24_LD_32_0.out,0.74,0.741791,32,1.0778349,1.07783,3.546287038,3.54629,1.116289336,1.11629,13.480897076,12.46,12.46,13.4809,1.046920845,1.04692,1.047698232,1.0477,LD,ParkScene,,,,,,
193,10.0,,0.52643,,0-0,CPU,C-CPU_E_KristenAndSara_1280x720_60_LD_27_0.out,19.0,,27,,,,,,,0.526435792446,0.52999997139,,,,,,,LD,KristenAndSara,0.0,0.0,0.0,0.0,0.0,0.0
194,10.0,,0.60864,,0-0,CPU,C-CPU_E_FourPeople_1280x720_60_LD_22_0.out,16.43,,22,,,,,,,0.608653247356,0.610000014305,,,,,,,LD,FourPeople,0.0,0.0,0.0,0.0,0.0,0.0
195,10.0,10.0,1.55639,1.55639,32-16,FPGA,OCL-FPGA_32-16_E_FourPeople_1280x720_60_LD_37_0.out,6.43,6.42515,37,0.098385737,0.0983857,0.499469491,0.499469,0.097167825,0.0971678,1.556399114,1.31,1.31,1.5564,0.096799079,0.0967991,0.096708381,0.0967084,LD,FourPeople,,,,,,
196,10.0,10.0,14.43028,14.4303,32-16,FPGA,OCL-FPGA_32-16_B_BasketballDrive_1920x1080_50_LD_22_0.out,0.69,0.692987,22,0.88867123,0.888671,4.767612304,4.76761,0.853389806,0.85339,14.430301553,12.16,12.16,14.4303,0.872544383,0.872544,0.872053419,0.872053,LD,BasketballDrive,,,,,,
197,10.0,10.0,9.55313,9.55313,32-32,FPGA,OCL-FPGA_32-32_B_BasketballDrive_1920x1080_50_RA_22_0.out,1.05,1.04678,22,0.361088421,0.361088,2.742443794,2.74244,0.356130308,0.35613,9.553143051,7.89,7.89,9.55314,0.343418871,0.343419,0.342371567,0.342372,RA,BasketballDrive,,,,,,
198,10.0,10.0,9.1112,9.1112,32-16,FPGA,OCL-FPGA_32-16_B_BQTerrace_1920x1080_60_RA_32_0.out,1.1,1.09755,32,0.520490495,0.52049,2.816195405,2.8162,0.507862689,0.507863,9.111220794,7.82,7.82,9.11122,0.503620668,0.503621,0.499984454,0.499984,RA,BQTerrace,,,,,,
199,10.0,10.0,6.97403,6.97403,32-08,FPGA,OCL-FPGA_32-08_E_KristenAndSara_1280x720_60_RA_22_0.out,1.43,1.43389,22,0.495727343,0.495727,2.275973995,2.27597,0.485563879,0.485564,6.974043775,6.04,6.04,6.97404,0.490778514,0.490779,0.492121495,0.492121,RA,KristenAndSara,,,,,,
200,10.0,10.0,37.58759,37.5876,08-08,FPGA,OCL-FPGA_08-08_B_BQTerrace_1920x1080_60_LD_22_0.out,0.27,0.266045,22,3.116770861,3.11677,9.684964577,9.68496,3.289950049,3.28995,37.587604756,34.98,34.98,37.5876,3.004559322,3.00456,2.993166775,2.99317,LD,BQTerrace,,,,,,
201,10.0,10.0,12.30016,12.3002,16-16,FPGA,OCL-FPGA_16-16_B_BQTerrace_1920x1080_60_RA_27_0.out,0.81,0.812998,27,0.759726659,0.759727,3.229983577,3.22998,0.707415629,0.707416,12.300172032,11.47,11.47,12.3002,0.750630445,0.75063,0.749769395,0.749769,RA,BQTerrace,,,,,,
202,10.0,10.0,12.65003,12.65,64-32,FPGA,OCL-FPGA_64-32_B_ParkScene_1920x1080_24_RA_37_0.out,0.79,0.790512,37,0.471893855,0.471894,7.286027842,7.28603,0.452710204,0.45271,12.65004395,6.63,6.63,12.65,0.453946189,0.453946,0.451038636,0.451039,RA,ParkScene,,,,,,
203,10.0,10.0,18.49106,18.4911,64-16,FPGA,OCL-FPGA_64-16_B_ParkScene_1920x1080_24_LD_27_0.out,0.54,0.540802,27,1.171232371,1.17123,7.297312934,7.29731,1.203010646,1.20301,18.491076681,14.49,14.49,18.4911,1.108699059,1.1087,1.107238396,1.10724,LD,ParkScene,,,,,,
204,10.0,10.0,30.25687,30.2569,32-08,FPGA,OCL-FPGA_32-08_B_ParkScene_1920x1080_24_LD_27_0.out,0.33,0.330503,27,2.4734052,2.47341,9.398987883,9.39899,2.417136768,2.41714,30.25688596,26.97,26.97,30.2569,2.447100687,2.4471,2.422632124,2.42263,LD,ParkScene,,,,,,
205,10.0,10.0,16.47086,16.4709,64-16,FPGA,OCL-FPGA_64-16_B_BasketballDrive_1920x1080_50_LD_22_0.out,0.61,0.607133,22,0.962240468,0.96224,6.256704135,6.2567,0.908796315,0.908796,16.470879224,13.02,13.02,16.4709,0.932723483,0.932723,0.933648429,0.933648,LD,BasketballDrive,,,,,,
206,10.0,10.0,5.42599,5.42599,64-16,FPGA,OCL-FPGA_64-16_E_KristenAndSara_1280x720_60_LD_27_0.out,1.84,1.84298,27,0.276337486,0.276337,2.769079891,2.76908,0.274774426,0.274774,5.426009814,3.43,3.43,5.42601,0.26941305,0.269413,0.267478617,0.267479,LD,KristenAndSara,,,,,,
207,10.0,10.0,24.98357,24.9836,64-08,FPGA,OCL-FPGA_64-08_B_Kimono_1920x1080_24_RA_27_0.out,0.4,0.400263,27,1.60091753,1.60092,10.247890737,10.2479,1.55197135,1.55197,24.983585307,19.01,19.01,24.9836,1.545084726,1.54508,1.542572448,1.54257,RA,Kimono,,,,,,
208,10.0,10.0,10.00705,10.007,08-08,FPGA,OCL-FPGA_08-08_B_BasketballDrive_1920x1080_50_RA_22_0.out,1.0,0.999296,22,0.547396788,0.547397,1.704115312,1.70412,0.557530655,0.557531,10.007059494,9.6,9.6,10.0071,0.532591286,0.532591,0.530244648,0.530245,RA,BasketballDrive,,,,,,
209,10.0,10.0,8.60992,8.60992,64-64,FPGA,OCL-FPGA_64-64_B_Cactus_1920x1080_50_RA_32_0.out,1.16,1.16145,32,0.2200823,0.220082,4.912963891,4.91296,0.201742986,0.201743,8.609935745,4.31,4.31,8.60994,0.200180123,0.20018,0.19836825,0.198368,RA,Cactus,,,,,,
210,10.0,10.0,3.64597,3.64597,64-32,FPGA,OCL-FPGA_64-32_E_KristenAndSara_1280x720_60_LD_37_0.out,2.74,2.74276,37,0.122705602,0.122706,2.310518583,2.31052,0.121507993,0.121508,3.64597926,1.65,1.65,3.64598,0.113341792,0.113342,0.113110664,0.113111,LD,KristenAndSara,,,,,,
211,10.0,10.0,20.38221,20.3822,32-08,FPGA,OCL-FPGA_32-08_B_ParkScene_1920x1080_24_RA_32_0.out,0.49,0.490624,32,1.514746618,1.51475,6.386794465,6.38679,1.491560192,1.49156,20.382220907,18.09,18.09,20.3822,1.477640777,1.47764,1.4770037,1.477,RA,ParkScene,,,,,,
212,10.0,10.0,1.84372,1.84372,16-08,FPGA,OCL-FPGA_16-08_E_FourPeople_1280x720_60_LD_32_0.out,5.42,5.42382,32,0.135442644,0.135443,0.460450485,0.46045,0.131032522,0.131033,1.843731468,1.71,1.71,1.84373,0.131589058,0.131589,0.129103665,0.129104,LD,FourPeople,,,,,,
213,10.0,,2.37813,,0-0,CPU,C-CPU_B_Kimono_1920x1080_24_LD_27_0.out,4.2,,27,,,,,,,2.378142595291,2.380000114441,,,,,,,LD,Kimono,0.0,0.0,0.0,0.0,0.0,0.0
214,10.0,10.0,40.24709,40.2471,16-08,FPGA,OCL-FPGA_16-08_B_Cactus_1920x1080_50_RA_22_0.out,0.25,0.248465,22,3.352562632,3.35256,11.014872094,11.0149,3.25250892,3.25251,40.24711061,37.08,37.08,40.2471,3.306143541,3.30614,3.285929813,3.28593,RA,Cactus,,,,,,
215,10.0,10.0,1.95235,1.95235,16-16,FPGA,OCL-FPGA_16-16_E_KristenAndSara_1280x720_60_LD_27_0.out,5.12,5.12204,27,0.122844503,0.122845,0.476260962,0.476261,0.116834213,0.116834,1.952363065,1.81,1.81,1.95236,0.121479077,0.121479,0.121429956,0.12143,LD,KristenAndSara,,,,,,
216,10.0,10.0,41.57793,41.5779,16-08,FPGA,OCL-FPGA_16-08_B_ParkScene_1920x1080_24_LD_22_0.out,0.24,0.240512,22,3.456693831,3.45669,12.023535384,12.0235,3.351029298,3.35103,41.577949461,38.52,38.52,41.5779,3.354514197,3.35451,3.349869681,3.34987,LD,ParkScene,,,,,,
217,10.0,10.0,8.19622,8.19622,32-08,FPGA,OCL-FPGA_32-08_B_BQTerrace_1920x1080_60_RA_37_0.out,1.22,1.22007,37,0.495062817,0.495063,2.185550439,2.18555,0.49832817,0.498328,8.19623631,7.27,7.27,8.19624,0.474217713,0.474218,0.472632448,0.472632,RA,BQTerrace,,,,,,
218,10.0,10.0,6.75089,6.75089,64-64,FPGA,OCL-FPGA_64-64_B_Kimono_1920x1080_24_RA_27_0.out,1.48,1.48129,27,0.123621804,0.123622,2.808382287,2.80838,0.128383841,0.128384,6.750905666,4.3,4.3,6.75091,0.112561011,0.112561,0.113733867,0.113734,RA,Kimono,,,,,,
219,10.0,10.0,5.80452,5.80452,16-16,FPGA,OCL-FPGA_16-16_B_BQTerrace_1920x1080_60_LD_32_0.out,1.72,1.72279,32,0.343142181,0.343142,1.302565619,1.30257,0.322403818,0.322404,5.804538525,5.45,5.45,5.80454,0.326919777,0.32692,0.32608199,0.326082,LD,BQTerrace,,,,,,
220,10.0,10.0,1.41738,1.41738,32-32,FPGA,OCL-FPGA_32-32_E_FourPeople_1280x720_60_RA_27_0.out,7.06,7.05526,27,0.05294114,0.0529411,0.393039128,0.393039,0.049463593,0.0494636,1.417399702,1.18,1.18,1.4174,0.05151698,0.051517,0.051310377,0.0513104,RA,FourPeople,,,,,,
221,10.0,10.0,4.09485,4.09485,64-64,FPGA,OCL-FPGA_64-64_E_FourPeople_1280x720_60_RA_22_0.out,2.44,2.44209,22,0.104501977,0.104502,2.350382967,2.35038,0.102596491,0.102596,4.094871634,2.01,2.01,4.09487,0.097298516,0.0972985,0.097637284,0.0976373,RA,FourPeople,,,,,,
222,10.0,10.0,4.05616,4.05616,64-64,FPGA,OCL-FPGA_64-64_E_KristenAndSara_1280x720_60_RA_22_0.out,2.47,2.46539,22,0.100552561,0.100553,2.24789943,2.2479,0.094659212,0.0946592,4.056174024,2.08,2.08,4.05617,0.089767615,0.0897676,0.089400921,0.0894009,RA,KristenAndSara,,,,,,
223,10.0,10.0,2.55782,2.55782,32-32,FPGA,OCL-FPGA_32-32_E_Johnny_1280x720_60_LD_22_0.out,3.91,3.90958,22,0.108999249,0.108999,0.887251939,0.887252,0.116985259,0.116985,2.557833751,2.0,2.0,2.55783,0.10550404,0.105504,0.104766071,0.104766,LD,Johnny,,,,,,
224,10.0,,0.54437,,0-0,CPU,C-CPU_E_Johnny_1280x720_60_RA_37_0.out,18.37,,37,,,,,,,0.544384121895,0.540000021458,,,,,,,RA,Johnny,0.0,0.0,0.0,0.0,0.0,0.0
225,10.0,,2.25863,,0-0,CPU,C-CPU_B_BQTerrace_1920x1080_60_RA_37_0.out,4.43,,37,,,,,,,2.258641004562,2.259999990463,,,,,,,RA,BQTerrace,0.0,0.0,0.0,0.0,0.0,0.0
226,10.0,10.0,0.94359,0.943592,16-16,FPGA,OCL-FPGA_16-16_E_Johnny_1280x720_60_LD_37_0.out,10.6,10.5978,37,0.051709677,0.0517097,0.193515041,0.193515,0.05075317,0.0507532,0.94360527,0.91,0.91,0.943605,0.050188741,0.0501887,0.049600564,0.0496006,LD,Johnny,,,,,,
227,10.0,10.0,5.83268,5.83268,32-32,FPGA,OCL-FPGA_32-32_B_Cactus_1920x1080_50_LD_27_0.out,1.71,1.71448,27,0.26854097,0.268541,1.949398157,1.9494,0.257705048,0.257705,5.832694169,4.68,4.68,5.83269,0.248279401,0.248279,0.24601024,0.24601,LD,Cactus,,,,,,
228,10.0,10.0,10.29333,10.2933,32-08,FPGA,OCL-FPGA_32-08_B_ParkScene_1920x1080_24_LD_37_0.out,0.97,0.971503,37,0.74729387,0.747294,3.403537603,3.40354,0.739865777,0.739866,10.29335186,8.81,8.81,10.2934,0.704453013,0.704453,0.702709639,0.70271,LD,ParkScene,,,,,,
229,10.0,10.0,6.82447,6.82447,16-08,FPGA,OCL-FPGA_16-08_B_Kimono_1920x1080_24_RA_37_0.out,1.47,1.46531,37,0.409238605,0.409239,1.423692891,1.42369,0.399112045,0.399112,6.824487386,6.39,6.39,6.82449,0.391846506,0.391847,0.389203251,0.389203,RA,Kimono,,,,,,
230,10.0,10.0,6.50295,6.50295,64-64,FPGA,OCL-FPGA_64-64_B_BQTerrace_1920x1080_60_LD_32_0.out,1.54,1.53776,32,0.156250219,0.15625,3.526246217,3.52625,0.149742196,0.149742,6.502969699,3.39,3.39,6.50297,0.146855096,0.146855,0.145436389,0.145436,LD,BQTerrace,,,,,,
231,10.0,10.0,3.34455,3.34455,16-16,FPGA,OCL-FPGA_16-16_B_BQTerrace_1920x1080_60_LD_37_0.out,2.99,2.98994,37,0.147073112,0.147073,0.595336489,0.595336,0.149030833,0.149031,3.344567484,3.21,3.21,3.34457,0.141856041,0.141856,0.141462867,0.141463,LD,BQTerrace,,,,,,
232,10.0,10.0,8.97003,8.97003,64-32,FPGA,OCL-FPGA_64-32_B_BQTerrace_1920x1080_60_LD_37_0.out,1.11,1.11482,37,0.318268026,0.318268,5.199616413,5.19962,0.308423144,0.308423,8.970044215,4.68,4.68,8.97004,0.292880201,0.29288,0.290377497,0.290377,LD,BQTerrace,,,,,,
233,10.0,10.0,6.3235,6.3235,08-08,FPGA,OCL-FPGA_08-08_B_BasketballDrive_1920x1080_50_RA_27_0.out,1.58,1.5814,27,0.330949355,0.330949,0.956043765,0.956044,0.32434243,0.324342,6.323517441,6.08,6.08,6.32352,0.330824272,0.330824,0.329078465,0.329078,RA,BasketballDrive,,,,,,
234,10.0,10.0,2.98809,2.98809,32-16,FPGA,OCL-FPGA_32-16_E_Johnny_1280x720_60_LD_27_0.out,3.35,3.34662,27,0.196933769,0.196934,0.985797114,0.985797,0.184726741,0.184727,2.988102954,2.48,2.48,2.9881,0.188860513,0.188861,0.185685232,0.185685,LD,Johnny,,,,,,
235,10.0,,0.67339,,0-0,CPU,C-CPU_E_Johnny_1280x720_60_RA_27_0.out,14.85,,27,,,,,,,0.673405349255,0.660000026226,,,,,,,RA,Johnny,0.0,0.0,0.0,0.0,0.0,0.0
236,10.0,10.0,9.67703,9.67703,32-16,FPGA,OCL-FPGA_32-16_B_Cactus_1920x1080_50_LD_32_0.out,1.03,1.03338,32,0.652293647,0.652294,3.391227326,3.39123,0.629965773,0.629966,9.677040588,8.06,8.06,9.67704,0.647182762,0.647183,0.642429715,0.64243,LD,Cactus,,,,,,
237,10.0,10.0,44.59801,44.598,16-08,FPGA,OCL-FPGA_16-08_B_ParkScene_1920x1080_24_RA_22_0.out,0.22,0.224225,22,3.769030664,3.76903,12.642096314,12.6421,3.625992466,3.62599,44.59802829,41.3,41.3,44.598,3.651125774,3.65113,3.647438933,3.64744,RA,ParkScene,,,,,,
238,10.0,10.0,10.36261,10.3626,16-16,FPGA,OCL-FPGA_16-16_B_Kimono_1920x1080_24_RA_27_0.out,0.97,0.965008,27,0.621033165,0.621033,2.52875266,2.52875,0.625214819,0.625215,10.362625178,9.67,9.67,10.3626,0.598545611,0.598546,0.597131214,0.597131,RA,Kimono,,,,,,
239,10.0,10.0,6.27415,6.27415,32-08,FPGA,OCL-FPGA_32-08_E_FourPeople_1280x720_60_LD_22_0.out,1.59,1.59384,22,0.480065306,0.480065,1.993483445,1.99348,0.49108644,0.491086,6.274159573,5.49,5.49,6.27416,0.462862619,0.462863,0.4626097,0.46261,LD,FourPeople,,,,,,
240,10.0,10.0,1.39151,1.39151,16-08,FPGA,OCL-FPGA_16-08_E_Johnny_1280x720_60_RA_37_0.out,7.19,7.18643,37,0.070524349,0.0705243,0.286463664,0.286464,0.068579423,0.0685794,1.391527467,1.33,1.33,1.39153,0.069056293,0.0690563,0.069103355,0.0691034,RA,Johnny,,,,,,
241,10.0,10.0,4.04846,4.04846,32-32,FPGA,OCL-FPGA_32-32_B_BQTerrace_1920x1080_60_RA_37_0.out,2.47,2.47007,37,0.119625101,0.119625,0.900091154,0.900091,0.111791534,0.111792,4.048477887,3.46,3.46,4.04848,0.110457305,0.110457,0.110066728,0.110067,RA,BQTerrace,,,,,,
242,10.0,10.0,21.6826,21.6826,32-08,FPGA,OCL-FPGA_32-08_B_Kimono_1920x1080_24_RA_27_0.out,0.46,0.461199,27,1.459528765,1.45953,7.41704715,7.41705,1.562986162,1.56299,21.682619121,18.34,18.34,21.6826,1.394889926,1.39489,1.390844929,1.39084,RA,Kimono,,,,,,
243,10.0,10.0,5.50965,5.50965,16-08,FPGA,OCL-FPGA_16-08_E_Johnny_1280x720_60_RA_22_0.out,1.81,1.815,22,0.383927992,0.383928,1.467446783,1.46745,0.372912406,0.372912,5.509665634,5.17,5.17,5.50967,0.377376028,0.377376,0.378229806,0.37823,RA,Johnny,,,,,,
244,10.0,,1.31261,,0-0,CPU,C-CPU_B_Cactus_1920x1080_50_LD_32_0.out,7.62,,32,,,,,,,1.312618613243,1.299999952316,,,,,,,LD,Cactus,0.0,0.0,0.0,0.0,0.0,0.0
245,10.0,10.0,13.06793,13.0679,32-16,FPGA,OCL-FPGA_32-16_B_ParkScene_1920x1080_24_RA_32_0.out,0.77,0.765232,32,0.844822945,0.844823,4.247741409,4.24774,0.797909016,0.797909,13.067942393,11.2,11.2,13.0679,0.809475766,0.809476,0.808236581,0.808237,RA,ParkScene,,,,,,
246,10.0,10.0,8.16552,8.16552,64-64,FPGA,OCL-FPGA_64-64_B_BasketballDrive_1920x1080_50_RA_27_0.out,1.22,1.22466,27,0.181958672,0.181959,4.218576368,4.21858,0.172910253,0.17291,8.165539244,4.43,4.43,8.16554,0.169919528,0.16992,0.169018783,0.169019,RA,BasketballDrive,,,,,,
247,10.0,,2.97897,,0-0,CPU,C-CPU_B_ParkScene_1920x1080_24_RA_27_0.out,3.36,,27,,,,,,,2.978983402252,2.97000002861,,,,,,,RA,ParkScene,0.0,0.0,0.0,0.0,0.0,0.0
248,10.0,10.0,4.18455,4.18455,64-16,FPGA,OCL-FPGA_64-16_E_Johnny_1280x720_60_LD_37_0.out,2.39,2.38974,37,0.163995612,0.163996,2.520483456,2.52048,0.157899018,0.157899,4.184568527,2.15,2.15,4.18457,0.156124963,0.156125,0.155296462,0.155296,LD,Johnny,,,,,,
249,10.0,10.0,20.30607,20.3061,64-08,FPGA,OCL-FPGA_64-08_B_BasketballDrive_1920x1080_50_RA_27_0.out,0.49,0.492463,27,1.160674153,1.16067,8.887803577,8.8878,1.162182353,1.16218,20.306090291,14.6,14.6,20.3061,1.110128897,1.11013,1.106647604,1.10665,RA,BasketballDrive,,,,,,
250,10.0,10.0,2.48563,2.48563,64-64,FPGA,OCL-FPGA_64-64_E_Johnny_1280x720_60_LD_22_0.out,4.02,4.02312,22,0.054948917,0.0549489,1.249783777,1.24978,0.053584985,0.053585,2.485669976,1.4,1.4,2.48567,0.051176409,0.0511764,0.051179489,0.0511795,LD,Johnny,,,,,,
251,10.0,10.0,1.90961,1.90961,32-08,FPGA,OCL-FPGA_32-08_E_KristenAndSara_1280x720_60_RA_37_0.out,5.24,5.23668,37,0.10875812,0.108758,0.496165236,0.496165,0.105373389,0.105373,1.909622861,1.7,1.7,1.90962,0.102671157,0.102671,0.102462151,0.102462,RA,KristenAndSara,,,,,,
252,10.0,10.0,6.1247,6.1247,64-08,FPGA,OCL-FPGA_64-08_E_FourPeople_1280x720_60_LD_27_0.out,1.63,1.63273,27,0.341840829,0.341841,3.00720155,3.0072,0.325390608,0.325391,6.124708727,4.12,4.12,6.12471,0.327173617,0.327174,0.326604524,0.326605,LD,FourPeople,,,,,,
253,10.0,10.0,9.54407,9.54407,64-32,FPGA,OCL-FPGA_64-32_B_BasketballDrive_1920x1080_50_LD_27_0.out,1.05,1.04777,27,0.395451615,0.395452,4.612220384,4.61222,0.37235308,0.372353,9.544086253,6.01,6.01,9.54409,0.373548226,0.373548,0.365659193,0.365659,LD,BasketballDrive,,,,,,
254,10.0,10.0,4.19816,4.19816,08-08,FPGA,OCL-FPGA_08-08_B_Kimono_1920x1080_24_RA_37_0.out,2.38,2.382,37,0.168931743,0.168932,0.528777838,0.528778,0.164410842,0.164411,4.198175997,4.08,4.08,4.19818,0.16572712,0.165727,0.164453115,0.164453,RA,Kimono,,,,,,
255,10.0,10.0,17.22592,17.2259,08-08,FPGA,OCL-FPGA_08-08_B_ParkScene_1920x1080_24_RA_27_0.out,0.58,0.58052,27,1.359402462,1.3594,3.990966057,3.99097,1.332628071,1.33263,17.22593902,16.02,16.02,17.2259,1.338362298,1.33836,1.339015762,1.33902,RA,ParkScene,,,,,,
256,10.0,10.0,5.22067,5.22067,08-08,FPGA,OCL-FPGA_08-08_B_Kimono_1920x1080_24_LD_27_0.out,1.92,1.91546,27,0.261670152,0.26167,0.775179845,0.77518,0.248326414,0.248326,5.220688341,5.03,5.03,5.22069,0.254737029,0.254737,0.254439565,0.25444,LD,Kimono,,,,,,
257,10.0,10.0,3.76948,3.76948,08-08,FPGA,OCL-FPGA_08-08_B_Kimono_1920x1080_24_LD_32_0.out,2.65,2.65288,32,0.173352586,0.173353,0.536781411,0.536781,0.167034008,0.167034,3.769500683,3.66,3.66,3.7695,0.170504741,0.170505,0.170274579,0.170275,LD,Kimono,,,,,,
258,10.0,,2.5011,,0-0,CPU,C-CPU_B_Kimono_1920x1080_24_RA_32_0.out,4.0,,32,,,,,,,2.501111745834,2.5,,,,,,,RA,Kimono,0.0,0.0,0.0,0.0,0.0,0.0
259,10.0,10.0,0.61186,0.61186,08-08,FPGA,OCL-FPGA_08-08_E_Johnny_1280x720_60_LD_32_0.out,16.34,16.3436,32,0.015913572,0.0159136,0.047090714,0.0470907,0.015683006,0.015683,0.611876022,0.61,0.61,0.611876,0.015768626,0.0157686,0.015681671,0.0156817,LD,Johnny,,,,,,
260,10.0,10.0,13.37611,13.3761,32-08,FPGA,OCL-FPGA_32-08_B_BQTerrace_1920x1080_60_LD_32_0.out,0.75,0.747601,32,0.996575749,0.996576,4.048090025,4.04809,0.990518217,0.990518,13.376128651,11.73,11.73,13.3761,0.959080219,0.95908,0.958673247,0.958673,LD,BQTerrace,,,,,,
261,10.0,10.0,7.28432,7.28432,16-16,FPGA,OCL-FPGA_16-16_B_Cactus_1920x1080_50_RA_32_0.out,1.37,1.37281,32,0.455319082,0.455319,1.841097801,1.8411,0.439101764,0.439102,7.284333738,6.81,6.81,7.28433,0.437035283,0.437035,0.436336887,0.436337,RA,Cactus,,,,,,
262,10.0,10.0,20.3603,20.3603,32-16,FPGA,OCL-FPGA_32-16_B_Cactus_1920x1080_50_LD_22_0.out,0.49,0.491152,22,1.416615129,1.41662,6.589667323,6.58967,1.411887302,1.41189,20.360319004,17.7,17.7,20.3603,1.373842244,1.37384,1.366776751,1.36678,LD,Cactus,,,,,,
263,10.0,10.0,10.76785,10.7679,32-32,FPGA,OCL-FPGA_32-32_B_Kimono_1920x1080_24_RA_27_0.out,0.93,0.92869,27,0.507427166,0.507427,3.911739981,3.91174,0.510841867,0.510842,10.767867517,8.29,8.29,10.7679,0.483543743,0.483544,0.482628874,0.482629,RA,Kimono,,,,,,
264,10.0,10.0,1.14251,1.14251,08-08,FPGA,OCL-FPGA_08-08_E_FourPeople_1280x720_60_RA_32_0.out,8.75,8.75262,32,0.055026001,0.055026,0.179943409,0.179943,0.056122782,0.0561228,1.142531068,1.09,1.09,1.14253,0.05244231,0.0524423,0.052364964,0.052365,RA,FourPeople,,,,,,
265,10.0,10.0,2.95991,2.95991,16-08,FPGA,OCL-FPGA_16-08_E_FourPeople_1280x720_60_LD_27_0.out,3.38,3.37848,27,0.230039287,0.230039,0.793978739,0.793979,0.223186761,0.223187,2.959921243,2.73,2.73,2.95992,0.221802905,0.221803,0.221416684,0.221417,LD,FourPeople,,,,,,
266,10.0,10.0,8.41371,8.41371,32-32,FPGA,OCL-FPGA_32-32_B_BQTerrace_1920x1080_60_RA_27_0.out,1.19,1.18854,27,0.341714748,0.341715,2.564579645,2.56458,0.336136114,0.336136,8.413725901,6.79,6.79,8.41373,0.326307511,0.326308,0.324230034,0.32423,RA,BQTerrace,,,,,,
267,10.0,10.0,9.30418,9.30418,64-32,FPGA,OCL-FPGA_64-32_B_ParkScene_1920x1080_24_LD_27_0.out,1.07,1.07479,27,0.408198914,0.408199,4.033868403,4.03387,0.387090317,0.38709,9.304199769,6.23,6.23,9.3042,0.383140561,0.383141,0.375943157,0.375943,LD,ParkScene,,,,,,
268,10.0,10.0,5.31605,5.31605,64-64,FPGA,OCL-FPGA_64-64_B_Cactus_1920x1080_50_LD_27_0.out,1.88,1.8811,27,0.113298295,0.113298,2.54776435,2.54776,0.112833533,0.112834,5.316065823,3.08,3.08,5.31607,0.106046771,0.106047,0.105983588,0.105984,LD,Cactus,,,,,,
269,10.0,,1.58514,,0-0,CPU,C-CPU_B_Cactus_1920x1080_50_RA_37_0.out,6.31,,37,,,,,,,1.585154891014,1.590000033379,,,,,,,RA,Cactus,0.0,0.0,0.0,0.0,0.0,0.0
270,10.0,10.0,8.81378,8.81378,64-32,FPGA,OCL-FPGA_64-32_B_Cactus_1920x1080_50_LD_22_0.out,1.13,1.13459,22,0.328466863,0.328467,3.200084722,3.20008,0.308574121,0.308574,8.813791616,6.58,6.58,8.81379,0.316759102,0.316759,0.316205138,0.316205,LD,Cactus,,,,,,
271,10.0,10.0,3.60479,3.60479,32-08,FPGA,OCL-FPGA_32-08_E_FourPeople_1280x720_60_LD_27_0.out,2.77,2.77409,27,0.269057546,0.269058,1.167110792,1.16711,0.260984065,0.260984,3.60480589,3.14,3.14,3.60481,0.266668623,0.266669,0.267280055,0.26728,LD,FourPeople,,,,,,
272,10.0,10.0,6.47263,6.47263,64-16,FPGA,OCL-FPGA_64-16_E_KristenAndSara_1280x720_60_RA_32_0.out,1.54,1.54497,32,0.271836651,0.271837,3.671007184,3.67101,0.269309156,0.269309,6.47264307,3.59,3.59,6.47264,0.25372067,0.253721,0.252888679,0.252889,RA,KristenAndSara,,,,,,
273,10.0,10.0,4.37537,4.37537,64-08,FPGA,OCL-FPGA_64-08_E_KristenAndSara_1280x720_60_LD_37_0.out,2.29,2.28552,37,0.182448174,0.182448,2.575667151,2.57567,0.176920293,0.17692,4.375377707,2.33,2.33,4.37538,0.174974591,0.174975,0.175072879,0.175073,LD,KristenAndSara,,,,,,
274,10.0,10.0,20.9569,20.9569,64-16,FPGA,OCL-FPGA_64-16_B_Kimono_1920x1080_24_LD_22_0.out,0.48,0.47717,22,1.341487408,1.34149,7.673541373,7.67354,1.234800279,1.2348,20.95692147,16.97,16.97,20.9569,1.316106575,1.31611,1.304914524,1.30491,LD,Kimono,,,,,,
275,10.0,10.0,10.06917,10.0692,32-16,FPGA,OCL-FPGA_32-16_B_Kimono_1920x1080_24_RA_37_0.out,0.99,0.99313,37,0.577912217,0.577912,3.484206113,3.48421,0.533812657,0.533813,10.069192168,8.32,8.32,10.0692,0.561596757,0.561597,0.560879268,0.560879,RA,Kimono,,,,,,
